"","pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","barrel"
"132","SL",2019-03-28,90.9,-1.45,5.54,"Jacob deGrom",594809,594798,"null","foul",NA,NA,NA,NA,6,"null","R","L","R","WSH","NYM","S","null","null",3,1,2019,-0.09,0.55,0.56,2.16,NA,NA,NA,2,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182502",5.28318914484871,-132.477878557039,-3.8488946263899,-2.12885209356394,26.4063395410118,-24.9594116101221,3.28,1.49,12,NA,NA,92.3,2513,6.9,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.45,"null","null","null","null","null","null","null",37,5,"Slider",0,1,0,1,1,0,0,1,"Standard","Standard",0
"133","FT",2019-03-28,94.1,-1.39,5.45,"Jacob deGrom",594809,594798,"null","called_strike",NA,NA,NA,NA,5,"null","R","L","R","WSH","NYM","S","null","null",3,0,2019,-0.79,1.11,-0.1,2.14,NA,NA,NA,2,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182446",5.19691102709318,-137.112613878757,-5.48162927242731,-11.2557259445345,29.0089295585702,-16.954706063198,2.97,1.41,NA,NA,NA,95.4,2275,6.9,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.39,"null","null","null","null","null","null","null",37,4,"2-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"134","FF",2019-03-28,95.3,-1.43,5.5,"Jacob deGrom",594809,594798,"null","ball",NA,NA,NA,NA,12,"null","R","L","R","WSH","NYM","B","null","null",2,0,2019,-0.61,1.18,0.82,3.4,NA,NA,NA,2,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182430",7.41090071836357,-138.775055608097,-2.63303319769866,-9.71393119287582,30.5561392012547,-16.2304035500986,3,1.43,NA,NA,NA,96.5,2345,6.9,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.43,"null","null","null","null","null","null","null",37,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"135","FF",2019-03-28,95.5,-1.46,5.49,"Jacob deGrom",594809,594798,"null","ball",NA,NA,NA,NA,11,"null","R","L","R","WSH","NYM","B","null","null",1,0,2019,-0.69,1.17,-0.38,4.16,NA,NA,NA,2,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182413",4.45413951524832,-139.217935698732,-0.586433845880691,-10.0746203511582,30.6471790275318,-16.7787728048377,3.14,1.47,NA,NA,NA,96.5,2384,6.7,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.46,"null","null","null","null","null","null","null",37,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"136","CU",2019-03-28,83.2,-1.45,5.62,"Jacob deGrom",594809,594798,"null","ball",NA,NA,NA,NA,12,"null","R","L","R","WSH","NYM","B","null","null",0,0,2019,0.72,-0.04,1.11,3.28,NA,NA,NA,2,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182356",4.47558332288012,-121.318974150274,1.01114441755759,6.54206836438482,18.1564087050234,-32.8926998180137,2.92,1.34,NA,NA,NA,84.2,NA,6.3,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.45,"null","null","null","null","null","null","null",37,1,"Curveball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"137","FT",2019-03-28,94.6,-1.22,5.57,"Jacob deGrom",645302,594798,"strikeout","called_strike",NA,NA,NA,NA,14,"Victor Robles called out on strikes.  ","R","R","R","WSH","NYM","S","2","null",1,2,2019,-0.92,1.24,0.98,1.83,NA,NA,NA,1,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182325",7.92408972573623,-137.602758609494,-6.98022949134066,-13.5677711882986,28.8099807405193,-14.7905324829662,3.24,1.46,NA,NA,NA,95.9,2280,6.9,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.22,"null","null","0.00","1","0","0","null",36,4,"2-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"138","FF",2019-03-28,96.7,-1.37,5.47,"Jacob deGrom",645302,594798,"null","ball",NA,NA,NA,NA,11,"null","R","R","R","WSH","NYM","B","null","null",0,2,2019,-0.43,1.25,-0.02,4.18,NA,NA,NA,1,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182310",4.64750576537892,-140.929721024581,-0.789179580852931,-6.88413276166716,31.4180589402872,-15.3192046215177,3.26,1.51,NA,NA,NA,97.7,2384,6.7,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.37,"null","null","null","null","null","null","null",36,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"139","FF",2019-03-28,96.2,-1.44,5.5,"Jacob deGrom",645302,594798,"null","foul",NA,NA,NA,NA,11,"null","R","R","R","WSH","NYM","S","null","null",0,1,2019,-0.69,1.28,-0.36,3.68,NA,NA,NA,1,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182251",4.50075162165358,-140.224328770817,-2.21589513942153,-10.2673545550323,31.1746610047083,-14.8135638890304,3.36,1.54,98,NA,NA,97.2,2364,6.7,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.44,"null","null","null","null","null","null","null",36,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"140","FF",2019-03-28,95.3,-1.42,5.46,"Jacob deGrom",645302,594798,"null","swinging_strike",NA,NA,NA,NA,5,"null","R","R","R","WSH","NYM","S","null","null",0,0,2019,-0.59,1.58,0.01,2.66,NA,NA,NA,1,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182236",5.13326002935407,-138.792533553587,-5.36300457333057,-8.84407169048046,30.6340189394944,-10.5130114820238,3.36,1.53,NA,NA,NA,96.2,2413,6.7,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.42,"null","null","null","null","null","null","null",36,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"141","FF",2019-03-28,96.4,-1.39,5.59,"Jacob deGrom",453286,594798,"strikeout","swinging_strike",NA,NA,NA,NA,11,"Max Scherzer strikes out swinging.  ","R","R","R","WSH","NYM","S","2","null",0,2,2019,-0.67,1.42,-0.97,3.73,NA,NA,NA,0,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182204",2.67329179017552,-140.394459016029,-2.63992828208356,-9.54852786394749,31.4832004757613,-12.840111037583,3.48,1.6,NA,NA,NA,96.9,2356,6.5,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.39,"null","null","0.00","1","0","0","null",35,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Strategic",0
